runner_name,gender,elo,rank
travis simkins,M,399.1602771072351,1884
nicole long,F,399.12609271521694,1546
stephane eychenne,M,398.9900836087971,1885
alex gauthier,M,398.91716802627684,1886
rachel wrightson,F,398.76656987228785,1547
christopher ashland,M,398.74976067204085,1887
paula hamilton,F,398.73240979429266,1548
alex geren,M,398.67348962341856,1888
karleigh page,F,398.52912468918595,1549
brita krabacher,F,398.48989353069527,1550
contreras jimenez toni,M,398.38286249260375,1889
arabelle higgins,F,398.3274104088207,1551
lorente hugo sanchez,M,398.3076526864056,1890
sophia forde,F,398.0312933499909,1552
jared campbell,M,398.01942560843116,1891
svitlana lavrenchuk,F,397.91160536343716,1553
tyler morris,M,397.89004187109214,1892
kristina brun,F,397.8480523659259,1554
jocelyn kerbouch,M,397.8124681420078,1893
kane distler,M,397.74012906136477,1894
erin brunner,F,397.7022209045463,1555
jaroslaw wlodarczyk,M,397.53625876812055,1895
aaron foster,M,397.467653438854,1896
kelli scheinman,F,397.3167950167073,1556
jennifer russo,F,397.29030013844533,1557
michael pitts,M,397.2513771864413,1897
stan king,M,397.22580033067743,1898
emanoil aparece,M,397.1857873732072,1899
marion beguerie,F,397.1832802334809,1558
alex last,M,397.07139242483896,1900
quinn todzo,M,396.8526743867584,1901
benton helzberg,M,396.73199450764787,1902
adam priest,M,396.6850843143355,1903
gabe rubenstein,M,396.5956798693576,1904
anais lacampagne,F,396.50126722749764,1559
xiaomeng jia,FALSE,396.4976817159736,5
amy sison,F,396.4908746128806,1560
katalin sárkány,F,396.30056403184034,1561
deby kumasaka,F,396.29972830614855,1562
jennifer garcia,F,396.2974157569792,1563
valle de lema maria gema del,F,395.9494243722487,1564
scott gleason,M,395.8841511411696,1905
remi francais,M,395.8664878989171,1906
chip jackson,M,395.7378906447635,1907
adeline deneubourg,F,395.5375587061056,1565
kate hudson,F,395.49063970266565,1566
filaretos kyriakakis,M,395.47573194788316,1908
monika mile,F,395.46530672664875,1567
dave kwiatkowski,M,395.3185308245846,1909
mandy miller,F,395.1425472939622,1568
brianna coy,F,395.1109148649048,1569
catherine tomasoni,F,395.09927849762363,1570
lucero cabrera,F,395.01868416738444,1571
margot fleming,F,394.97876273038196,1572
rachel parks,F,394.91585620944215,1573
lifang zhang,F,394.7889034919856,1574
jack connelly,M,394.77919894703945,1910
carla caires,F,394.7687761360728,1575
anna pillinger,F,394.689909526734,1576
sebastien leday,M,394.6360880651846,1911
colleen drahos,F,394.61347934079095,1577
delgado mirayma díaz,F,394.4578804511615,1578
elsa russell,F,394.4515640866895,1579
cris francisco,M,394.32824935121346,1912
larissa bley,F,394.1611236239078,1580
amy jensen,F,393.9023981380545,1581
christian lavoie,M,393.87251109846216,1913
emily wenger,F,393.8518310024939,1582
charles lhopiteau,M,393.79734180098995,1914
matthew colemere,M,393.7567261726772,1915
rocky reyes,M,393.6980846334908,1916
ella lombardi,F,393.6814324858702,1583
paulo jorge vieira santos santos,M,393.6698505244181,1917
peter schlachte,M,393.5735319494207,1918
matthew martin,M,393.44269635710225,1919
scott traer,M,393.370439268848,1920
rene kalmer,F,393.2550733806829,1584
hitomi tamaki,F,393.17531436566634,1585
alessandro canopoli,M,393.16861031362276,1921
samantha harding,F,393.15841394184577,1586
françois boulard,M,393.1007665191972,1922
nick insley,M,393.0610030696493,1923
naomi brand,F,393.0504484484395,1587
katrina hamlin,F,393.03497475140256,1588
andrew taylor,M,393.02113370491367,1924
david beaudway,M,392.84729691978816,1925
gvido kalnins,M,392.777240656095,1926
coguic thibaud le,M,392.7169669927109,1927
jake tennant,M,392.6375396625657,1928
tony pires,M,392.5754386269415,1929
eric mathison,M,392.4171136867639,1930
marco capelli,M,392.34573892109825,1931
megan flanagan,F,392.19640668754147,1589
ryoma yamamoto,M,391.96349468100635,1932
romain demare,M,391.9476905577554,1933
maria steinhauser,F,391.92740670898775,1590
hannah nyrop,F,391.74562277162823,1591
nicole hopkins,F,391.73229211804045,1592
margaux guillaume,F,391.5551082743908,1593
3anonymous 90737anonymous,F,391.4769737250187,1594
jonathan pasquasy,M,391.3377845933042,1934
shelby farrell,F,391.2831872342024,1595
andrew kewley,M,391.1862136090378,1935
victor mahlobo,M,390.9274460532437,1936
samuel lemmon,M,390.8781499795193,1937
heidi schmaltz,F,390.8648552630752,1596
michele weder,F,390.7857179165944,1597
thomas roussel,M,390.66984757583504,1938
lewie taylor,M,390.32982443243606,1939
charlotte vasarhelyi,F,390.31086506205855,1598
jocelyn briggs,F,390.22489818473025,1599
bri meyer,F,390.2241529767618,1600
sophie martel,F,390.2208300643432,1601
jean michel arbogast,M,390.06372653202544,1940
nathan wallace,M,390.0224454436948,1941
sarah mchugh,N,390,3
jeremy pope,M,389.9705762983047,1942
ashley clinthorne,F,389.96064880329635,1602
spenser cassinelli,M,389.75480938890763,1943
garrett steerman,M,389.73470659712075,1944
marie prieur,F,389.7204258621589,1603
todd briggs,M,389.2438997590776,1945
scott leonard,M,389.1602771072351,1946
jennifer scroggins,F,389.12609271521694,1604
gurinder singh,M,389.0122840612173,1947
jeremy kluttz,M,388.91716802627684,1948
ellen binder,F,388.76656987228785,1605
bryson smith,M,388.74976067204085,1949
aaron carter,M,388.67958247205615,1950
ari odom,F,388.52912468918595,1606
taylor alton,F,388.48989353069527,1607
albores enrique perchin,M,388.38286249260375,1951
brenda coates,F,388.3274104088207,1608
garcía de vicuña jokin garcía,M,388.3076526864056,1952
angela smith,F,388.29785763633316,1609
kelly knopp,F,388.0312933499909,1610
greig hamilton,M,388.01942560843116,1953
donald beuke,M,388.0039698695536,1954
noemie sonzogni,F,387.91160536343716,1611
tiphaine descombes,F,387.8480523659259,1612
martin müller,M,387.8124681420078,1955
renee hodgdon,F,387.7022209045463,1613
ryan hartwig,M,387.6478450708763,1956
danielle orrey,F,387.53877795542195,1614
stephan tassani-prell,M,387.53625876812055,1957
mark timmons,M,387.467653438854,1958
erika torres,F,387.3167950167073,1615
austin corbett,M,387.2513771864413,1959
jason lutz,M,387.22580033067743,1960
vincent drouart,M,387.1857873732072,1961
anna maniero,F,387.1832802334809,1616
brett ewing,M,387.07139242483896,1962
daniel jackson,M,386.8526743867584,1963
dirk macdonald,M,386.6850843143355,1964
kimball richins,M,386.5956798693576,1965
kayla jeter,FALSE,386.4976817159736,6
tamra johnson,F,386.4908746128806,1617
regina massingill,F,386.3322196692063,1618
hana hubingerova,F,386.30056403184034,1619
lacey williams,F,386.29972830614855,1620
lenka bostian,F,386.2974157569792,1621
steph knapman,F,385.9494243722487,1622
ryan de vries,M,385.8841511411696,1966
giorgos ioannou,M,385.8664878989171,1967
will jones,M,385.7378906447635,1968
martin sengo,M,385.68077924761434,1969
anna płaczek,F,385.5375587061056,1623
mara kelly o,F,385.49063970266565,1624
alessandro chimenton,M,385.47573194788316,1970
susann lehmann,F,385.46530672664875,1625
chris roberts,M,385.3185308245846,1971
ilene bloom,F,385.1425472939622,1626
aurelie ravalia,F,385.09927849762363,1627
alynn davis,F,385.01868416738444,1628
ashley hernandez,F,384.97876273038196,1629
marta fisher,F,384.96902262642533,1630
jessica daniel,F,384.91585620944215,1631
aubrey mcintosh,F,384.7889034919856,1632
jordan chilla,M,384.77919894703945,1972
maria audera,F,384.7687761360728,1633
ilaria bergaglio,F,384.689909526734,1634
john ray galutera onifa,M,384.6360880651846,1973
penelope allen,F,384.4515640866895,1635
matthew hunsucker,M,384.3282493512135,1974
katina prahauser,F,384.1611236239078,1636
alyssa fedel,F,383.9023981380545,1637
matt elam,M,383.87251109846216,1975
baptiste derouin,M,383.79734180098995,1976
whitney pappas,F,383.7743767623331,1638
daniel abraham,M,383.7567261726772,1977
alex derbyshire,M,383.6980846334908,1978
connie nunham,F,383.6814324858702,1639
scouarnec aymeric le,M,383.6698505244181,1979
isa karabas,M,383.44269635710225,1980
kate rees,F,383.2550733806829,1640
michiko tsukui,F,383.17531436566634,1641
marco cammarata,M,383.16861031362276,1981
shenoa creer,F,383.15841394184577,1642
jonathan bretan,M,383.1400317301491,1982
florian olivier,M,383.1007665191972,1983
colin daileda,M,383.0610030696493,1984
smith claire obrien,F,383.0504484484395,1643
carine loyer,F,383.03497475140256,1644
douglas pickard,M,382.777240656095,1985
robin guillermou,M,382.7169669927109,1986
jack macy,M,382.6375396625657,1987
florian monnereau,M,382.5754386269415,1988
chet blanton,M,382.4171136867639,1989
sandra spence,F,382.4080501192156,1645
stephen hennigar,M,382.34573892109825,1990
jonathan hayek,M,382.2504890153706,1991
elizabeth omodt,F,382.08108648743115,1646
eric quallen,M,382.02130389097783,1992
yuuta sakurai,M,381.96349468100635,1993
joshua nichols,M,381.9476905577554,1994
emily wapman,F,381.92740670898775,1647
fanny grichy,F,381.74562277162823,1648
avila tapial eva maria,F,381.4769737250187,1649
stephanie nistler,F,381.43515456000245,1650
sebastian schmidt,M,381.3377845933042,1995
lindsay phenix,F,381.2907929818758,1651
lindsey clemens,F,381.2831872342024,1652
pam smith,F,381.27448573264024,1653
paul sharwell,M,381.1862136090378,1996
wayne spies,M,380.9274460532437,1997
joseph zons,M,380.8781499795193,1998
raegan ricard,F,380.8648552630752,1654
ursi merz,F,380.7857179165944,1655
colleen mentz,F,380.6755810893381,1656
arthur simon,M,380.66984757583504,1999
dominic rossi,M,380.32982443243606,2000
aneta zeppettella,F,380.31086506205855,1657
fanny barrette,F,380.22489818473025,1658
helene dalmasso,F,380.2208300643432,1659
jenny capel,F,380.1141459360928,1660
romain portay,M,380.06372653202544,2001
john bawden,M,380.0224454436948,2002
jesus topete jr,M,379.9705762983047,2003
alexandra ostaszewski,F,379.96064880329635,1661
scott hanson,M,379.75480938890763,2004
alex bowman,M,379.73470659712075,2005
marion bordier,F,379.7204258621589,1662
james rector,M,379.52756706270503,2006
roland gomez,M,379.2438997590776,2007
adam taylor,M,379.1602771072351,2008
shannon white,F,379.12609271521694,1663
vinod kripalu,M,379.0122840612173,2009
connie lutkevich,F,378.76656987228785,1664
forest woodward,M,378.74976067204085,2010
anders mavis,M,378.67348962341856,2011
alyssa hernke,F,378.52912468918595,1665
anna ledden,F,378.48989353069527,1666
glenda damaske,F,378.3274104088207,1667
miguel monterrey,M,378.3076526864056,2012
elisa jordan,F,378.29785763633316,1668
suzy kisylia,F,378.0312933499909,1669
ryan thorpe,M,378.0039698695536,2013
camille blakeley,F,377.91160536343716,1670
brad radkoski,M,377.89004187109214,2014
corinne hofstetter,F,377.8480523659259,1671
dejan radanac,M,377.8124681420078,2015
tina dekoker,F,377.7022209045463,1672
andrea smith,F,377.53877795542195,1673
luuk balkenende,M,377.53625876812055,2016
joseph wasylycia-leis,M,377.467653438854,2017
amanda smylie,F,377.3167950167073,1674
ed shelton,M,377.2513771864413,2018
marco denis,M,377.22580033067743,2019
alexandre parigot,M,377.1857873732072,2020
casaccia lara pizzatti,F,377.1832802334809,1675
garrett henley,M,377.07139242483896,2021
michael werneiwski,M,376.8526743867584,2022
ricky waters,M,376.73199450764787,2023
levi flint,M,376.6850843143355,2024
randall loui,M,376.5956798693576,2025
ludivine maurer,F,376.50126722749764,1676
vriko kwok,FALSE,376.4976817159736,7
michelle richey,F,376.4908746128806,1677
kristyna piontkova,F,376.30056403184034,1678
lily milner,F,376.29972830614855,1679
pamela knight,F,376.2974157569792,1680
salvador amalia sanchez,F,375.9494243722487,1681
andreas parpan,M,375.8664878989171,2026
luke frazier,M,375.7378906447635,2027
stacie riddle,F,375.715476586021,1682
karolina chraplewska,F,375.5375587061056,1683
holly ryerson,F,375.49063970266565,1684
luca fumasoni,M,375.47573194788316,2028
kenna brock,F,375.46530672664875,1685
cody eubanks,M,375.3185308245846,2029
jill hudson,F,375.1425472939622,1686
abigael whitaker,F,375.1109148649048,1687
alicja wosztyl,F,375.09927849762363,1688
misti thomas,F,375.01868416738444,1689
candace craig,F,374.97876273038196,1690
emma van beuningen,F,374.91585620944215,1691
manuel giles,M,374.77919894703945,2030
rhiannon snipe,F,374.689909526734,1692
enric gomez,M,374.6360880651846,2031
line caliskaner,F,374.61347934079095,1693
emma schaff,F,374.4515640866895,1694
andy cleveland,M,374.3282493512135,2032
korbyn ukasick,F,373.9023981380545,1695
laura mason,F,373.8518310024939,1696
colin loones,M,373.79734180098995,2033
mike flint,M,373.7567261726772,2034
emmanuel maximo,M,373.6980846334908,2035
anne rentz,F,373.6814324858702,1697
joan monras,M,373.6698505244181,2036
owen hope,M,373.5735319494207,2037
alex pastorkovich,M,373.44269635710225,2038
evan rogotzke,M,373.370439268848,2039
sarah silber,F,373.2550733806829,1698
misa fujiki,F,373.17531436566634,1699
markus blum,M,373.16861031362276,2040
yoyo zhou,M,373.1400317301491,2041
arnaud gomes,M,373.1007665191972,2042
thomas mcphaul,M,373.0610030696493,2043
susany perardt,F,373.0504484484395,1700
dioni gorla,F,373.03497475140256,1701
ledo javier dominguez,M,372.777240656095,2044
jean caux,M,372.5754386269415,2045
nicolas danne,M,372.34573892109825,2046
justine hull,F,372.19640668754147,1702
nadine bennett,F,372.08108648743115,1703
james nalley,M,372.02130389097783,2047
hodaka kamayama,M,371.96349468100635,2048
josh gall,M,371.9476905577554,2049
meghan easley,F,371.92740670898775,1704
susan loken,F,371.74562277162823,1705
sierra de grasse,F,371.73229211804045,1706
emily renner,F,371.5551082743908,1707
tran thi ha,F,371.4769737250187,1708
molly welker,F,371.43515456000245,1709
xavier bernard,M,371.3377845933042,2050
myles mcquivey,M,371.1862136090378,2051
renier grobler,M,370.9274460532437,2052
nicholas willard,M,370.8781499795193,2053
brianna santos,F,370.85988406452304,1710
debora battilana,F,370.7857179165944,1711
jonathan norloff,M,370.73498308646526,2054
jess greene,F,370.6755810893381,1712
victor gacoin,M,370.66984757583504,2055
waylon fuller,M,370.32982443243606,2056
hathaichanok chantraraphit,F,370.3160950287559,1713
leah stickels,F,370.31086506205855,1714
gina harcrow,F,370.22489818473025,1715
marylou corino,F,370.22415297676173,1716
sandrine pedro,F,370.2208300643432,1717
jean-mi mérillat,M,370.06372653202544,2057
ben nelson,M,370.0224454436948,2058
conor callahan,M,369.9705762983047,2059
meghan cogswell,F,369.96064880329635,1718
todd rignel,M,369.75480938890763,2060
nicolas aubrée,M,369.73470659712075,2061
ryan mcavoy,M,369.59573245250687,2062
sarah ostaszewski,F,369.36949540365003,1719
travis burkett,M,369.24538738261083,2063
peter grundvig,M,369.2438997590776,2064
jared shaw,M,369.1602771072351,2065
melissa mauser,F,369.12609271521694,1720
justin kerr,M,369.0122840612173,2066
chris bassett,M,368.91716802627684,2067
kateryna vasinkina,F,368.76656987228785,1721
alejandro rosales,M,368.74976067204085,2068
eliyahu scheiman,M,368.67958247205615,2069
minnie laury,F,368.52912468918595,1722
ronda sundermeier,F,368.4931076427958,1723
kamil dabrowski,M,368.38286249260375,2070
jessica armstrong,F,368.3274104088207,1724
jessica brown,F,368.29785763633316,1725
laura richard,F,368.0312933499909,1726
trevor baine,M,368.0039698695536,2071
roux christele le,F,367.99267948739316,1727
florence lyon,F,367.91160536343716,1728
emily keener,M,367.89004187109214,2072
ludmila borsikova,F,367.8480523659259,1729
douglas selman,M,367.8124681420078,2073
hong de sa,F,367.7022209045463,1730
alex francis,M,367.60659234630646,2074
amanda rasmussen,F,367.53877795542195,1731
marko zuzek,M,367.53625876812055,2075
devyn bartel,M,367.467653438854,2076
kelly wilson,F,367.3167950167073,1732
david brownrigg,M,367.2513771864413,2077
luke montavon,M,367.22580033067743,2078
díaz victor manuel pestano,M,367.1857873732072,2079
belkacemi berengere ulrich,F,367.1832802334809,1733
brandon fuller,M,367.07139242483896,2080
nicholas muzik,M,366.8526743867584,2081
andrew cleveland,M,366.73199450764787,2082
andrew saltarelli,M,366.68508431433554,2083
cristian igualt,M,366.5956798693576,2084
celine lucak,F,366.50126722749764,1734
mirna valerio,FALSE,366.4976817159736,8
kenna supkis,F,366.4908746128806,1735
mariana becerril,F,366.30056403184034,1736
wendy clark,F,366.29972830614855,1737
christine vincent,F,366.2974157569792,1738
brendan coghlan,M,365.8841511411696,2085
ripert sylvain,M,365.8664878989171,2086
charles perrot-minot,M,365.7378906447635,2087
fatima teixeira,F,365.5375587061056,1739
georges adrien naudin,M,365.47573194788316,2088
cristina bataller,F,365.46530672664875,1740
genevieve harrison,F,365.3702753351809,1741
morganne ashley,F,365.1109148649048,1742
sophye siffert,F,365.09927849762363,1743
stacie cerotsky,F,365.01868416738444,1744
scarpin maria regina,F,364.97876273038196,1745
rebecca guenther,F,364.7889034919856,1746
jorg steiner,M,364.77919894703945,2089
rubina perestrelo,F,364.7687761360728,1747
madelei nelundell,F,364.689909526734,1748
micah morgan,F,364.61347934079095,1749
kinsey harmon,F,364.4515640866895,1750
zapatero maria ramos,F,364.1611236239078,1751
raquel neto,F,363.9023981380545,1752
christopher taylor,M,363.87251109846216,2090
julia kukulies,F,363.8518310024939,1753
pierre gautier,M,363.79734180098995,2091
cori slack,F,363.7743767623331,1754
daniel shrives,M,363.7567261726772,2092
alfonso maximo,M,363.6980846334908,2093
elana rich,F,363.6814324858702,1755
viktor olov leonidou,M,363.6698505244181,2094
charles parks,M,363.5735319494207,2095
stefan zecevic,M,363.44269635710225,2096
zachary szablewski,M,363.370439268848,2097
annalise scholtz,F,363.2550733806829,1756
satou sakiko,F,363.17531436566634,1757
olivier lentz,M,363.16861031362276,2098
dj wade,M,363.1400317301491,2099
david maillot,M,363.1007665191972,2100
brandon white,M,363.0610030696493,2101
ivania rambo,F,363.03497475140256,1758
antoine laine,M,362.777240656095,2102
azkueta iker lekue,M,362.7169669927109,2103
paul gomez,M,362.6375396625657,2104
caux victor debil,M,362.5754386269415,2105
benjamin tuohy,M,362.4171136867639,2106
jessi johnson,F,362.4080501192156,1759
carolina rubio- macwright,F,362.08108648743115,1760
hunyoung choi,M,361.96349468100635,2107
samantha wood,F,361.9562137752069,1761
jeffrey adams,M,361.9476905577554,2108
carling ursem,F,361.92740670898775,1762
yohnnie juhlin,F,361.74562277162823,1763
rachel grabowski,F,361.73229211804045,1764
hannah rowe,F,361.5551082743908,1765
delphine dube,F,361.4769737250187,1766
sara lewis,F,361.43515456000245,1767
serstevens harold t,M,361.3377845933042,2109
jocelyn winny,F,361.2831872342024,1768
chris kumm,M,361.1862136090378,2110
sandile frank khumalo,M,360.9274460532437,2111
jason fitzgerald,M,360.8781499795193,2112
alex doppelfeld,F,360.7857179165944,1769
lizzy fowler,F,360.6755810893381,1770
david redier,M,360.66984757583504,2113
steve rowbury,M,360.39348956228946,2114
tyler rocha,M,360.32982443243606,2115
sabina tolean,F,360.31086506205855,1771
veronica alaniz,F,360.22415297676173,1772
anais flori,F,360.2208300643432,1773
yoann balland,M,360.06372653202544,2116
gavin mckenzie,M,360.0224454436948,2117
dylan hayes,M,359.97057629830465,2118
maximilian shakal,M,359.75480938890763,2119
russell shaw,M,359.73470659712075,2120
anna marie watson,F,359.7204258621589,1774
laryssa terleckyj,F,359.59602180342785,1775
philip sanderson,M,359.5410370255807,2121
butch allmon,M,359.2438997590776,2122
allan schoenberg,M,359.1602771072351,2123
lyndsey halik,F,359.12609271521694,1776
eric clifton,M,359.0122840612173,2124
angel varela,M,358.91716802627684,2125
heather luciani,F,358.76656987228785,1777
samuel forsyth,M,358.74976067204085,2126
beau retzer,M,358.67348962341856,2127
michito sawa,M,358.6396331432464,2128
melissa brookshire,F,358.48989353069527,1778
dominguez calixto aisa,M,358.38286249260375,2129
sabrina autry,F,358.3274104088207,1779
rosales jose raul duran,M,358.3076526864056,2130
cianne plummer,F,358.29785763633316,1780
kim kortz,F,358.0312933499909,1781
michael henson,M,358.0039698695536,2131
giada ruisi,F,357.91160536343716,1782
low noemi,F,357.8480523659259,1783
leendert van der lugt,M,357.8124681420078,2132
katie newbold,F,357.7022209045463,1784
yotam pessen,M,357.60659234630646,2133
charlotte sicklinger,F,357.53877795542195,1785
ales zulovec,M,357.53625876812055,2134
mike thiessen,M,357.467653438854,2135
ali brunschwiler,F,357.3167950167073,1786
calvin french-owen,M,357.3123399299125,2136
glenn forcier,M,357.22580033067743,2137
paulo loureiro,M,357.1857873732072,2138
rachel murphy,F,357.1832802334809,1787
zachary denico,M,357.07139242483896,2139
sean greene,M,356.73199450764787,2140
sean koch,M,356.68508431433554,2141
tim cronk,M,356.5956798693576,2142
susi loosli,F,356.50126722749764,1788
stefanie flippin,FALSE,356.4976817159736,9
gwen clemings,F,356.4908746128806,1789
pavla vanickova,F,356.30056403184034,1790
deedee ford,F,356.29972830614855,1791
rachel moebus,F,356.2974157569792,1792
perez noelia gonzalez,F,355.9494243722487,1793
robert howard,M,355.8841511411696,2143
samuel dimmler,M,355.8664878989171,2144
dorian simon,M,355.7378906447635,2145
tomáš štverák,M,355.64919249330626,2146
annick ferland,F,355.5375587061056,1794
aaron alonso,M,355.47573194788316,2147
ru ling xing,F,355.46530672664875,1795
keith vangraafeiland,M,355.3185308245846,2148
marika chunyk,F,355.14254729396214,1796
kathy sloan,F,355.1109148649048,1797
ludivine piekosz,F,355.09927849762363,1798
laura mathis,F,355.01868416738444,1799
eileen gottemoeller,F,354.91585620944215,1800
ellie harrigan,F,354.7889034919856,1801
nicolas zurn,M,354.77919894703945,2149
kamilla korbuly,F,354.7687761360728,1802
mascha rondhuis,F,354.689909526734,1803
morgan pouliquen,M,354.6360880651846,2150
mandie holmes,F,354.61347934079095,1804
kalli krumpos,F,354.4515640866895,1805
wesley smith,M,354.3282493512135,2151
natalie chun,F,354.1734868635612,1806
beata kopaczynska,F,354.1611236239078,1807
nicole ouellette,F,353.9023981380545,1808
laura howell,F,353.8518310024939,1809
paul ogier,M,353.79734180098995,2152
jonathan paruk,M,353.7567261726772,2153
kyle imhoff,M,353.6980846334908,2154
chastity pippin,F,353.6814324858702,1810
francois pellan,M,353.6698505244181,2155
blake colton,M,353.5735319494207,2156
lesley fatica,F,353.4015856554415,1811
helene van rooyen,F,353.2550733806829,1812
ikuko shiga,F,353.17531436566634,1813
paul spekhorst,M,353.16861031362276,2157
forrest boughner,M,353.1400317301491,2158
paul clement,M,353.1007665191972,2159
lucas steet,M,353.0610030696493,2160
arguas pilar salvador,F,353.03497475140256,1814
wai hung wong,M,352.7169669927109,2161
thierry soudee,M,352.6375396625657,2162
pau marti,M,352.5754386269415,2163
kathryn dzuricky,F,352.4080501192156,1815
alex petrosky,M,352.34573892109825,2164
rachel shebert,F,352.08108648743115,1816
dongkuk jang,M,351.96349468100635,2165
brittany kelley,F,351.92740670898775,1817
christine garcia,F,351.74562277162823,1818
annie kelly,F,351.73229211804045,1819
jekaterina gallamova,F,351.5551082743908,1820
magali heintzelmann,F,351.4769737250187,1821
sandy baker,F,351.43515456000245,1822
petr vavrik,M,351.3377845933042,2166
ashley hawks,F,351.2831872342024,1823
lebenya nkoka,M,350.9274460532437,2167
brett mehringer,M,350.8781499795193,2168
helena peisa,F,350.7857179165944,1824
nadia haas,F,350.6755810893381,1825
gatian laurent,M,350.66984757583504,2169
paul devito,M,350.32982443243606,2170
cynthia rivera,F,350.22415297676173,1826
anne maire,F,350.2208300643432,1827
christophe nonorgue,M,350.06372653202544,2171
eric sauer,M,350.02997892684635,2172
albert shank,M,350.0224454436948,2173
jared hazen,M,349.97057629830465,2174
tara warren,F,349.96064880329635,1828
reid burrows,M,349.94462916190025,2175
andrew kirst,M,349.75480938890763,2176
jamie reichler,M,349.73470659712075,2177
pauline baraban,F,349.7204258621589,1829
michael stanard,M,349.2438997590776,2178
jesse vincent,M,349.1602771072351,2179
erin dial-duran,F,349.12609271521694,1830
sanne braas,F,349.0402040030524,1831
wally hesseltine,M,349.0122840612173,2180
william ross,M,348.91716802627684,2181
carmen cramer,F,348.76656987228785,1832
nathan iltis,M,348.74976067204085,2182
jarrod smith,M,348.67958247205615,2183
scott tannehill,M,348.67348962341856,2184
juliann hitt,F,348.52912468918595,1833
perello sebastián cabra,M,348.38286249260375,2185
jessica henn,F,348.3274104088207,1834
roberto carlos rodriguez,M,348.3076526864056,2186
michelle suber,F,348.29785763633316,1835
clare abram,F,348.0312933499909,1836
jon davis,M,348.0039698695536,2187
valerie mendoza,F,347.91160536343716,1837
robbie balenger,M,347.89004187109214,2188
conny gut,F,347.8480523659259,1838
massimo giacopuzzi,M,347.8124681420078,2189
joanna brewer,F,347.7022209045463,1839
nicole diedrick,F,347.53877795542195,1840
matej ouda,M,347.53625876812055,2190
devon wiebe,M,347.467653438854,2191
joanna zheng,F,347.3167950167073,1841
michael pilz,M,347.30300123328703,2192
takuya ikehata,M,347.2834399928079,2193
sam schwaller,M,347.2513771864413,2194
jeremy brown,M,347.22580033067743,2195
pavel bartosek,M,347.1857873732072,2196
cory norris,M,347.07139242483896,2197
kirill demtchouk,M,346.8526743867584,2198
sean arocha,M,346.73199450764787,2199
chris meewes,M,346.68508431433554,2200
jim harding,M,346.5956798693576,2201
sandrine cassé,F,346.50126722749764,1842
jennifer rabich,F,346.4908746128806,1843
ginesta anna bes,F,346.30056403184034,1844
amanda legg,F,346.29972830614855,1845
danielle eriksen,F,346.2974157569792,1846
auberi fabre,F,346.29707846281775,1847
charlotte pirot,F,345.9494243722487,1848
japhy czysz,M,345.8841511411696,2202
marc walter,M,345.8664878989171,2203
david bandiera,M,345.7378906447635,2204
caroline vidal,F,345.5375587061056,1849
daniele pallini,M,345.47573194788316,2205
amy clauss,F,345.1109148649048,1850
aline dalbard,F,345.09927849762363,1851
senovia baca,F,345.01868416738444,1852
shawn sekel,F,344.97876273038196,1853
celeste laforme,F,344.91585620944215,1854
melissa hendershott,F,344.7889034919856,1855
stéphane badertscher,M,344.77919894703945,2206
annabelle marchand,F,344.7687761360728,1856
jacqueline kellerman,F,344.689909526734,1857
ezequiel pauluzak,M,344.6360880651846,2207
raychel hoerner,F,344.4515640866895,1858
katherine marsh,F,344.1611236239078,1859
nathalie bouchard,F,343.9023981380545,1860
luke schuler,M,343.87251109846216,2208
mallory logan,F,343.8518310024939,1861
corentin fournier,M,343.79734180098995,2209
alexandra strange,F,343.7743767623331,1862
samuel boisvert,M,343.7567261726772,2210
morgan mahn,M,343.6980846334908,2211
elio aveiro,M,343.6698505244181,2212
david furtado,M,343.44269635710225,2213
asuka yamamoto,F,343.17531436566634,1863
kenichi endo,M,343.16861031362276,2214
andrew lie,M,343.1400317301491,2215
jonathan coufourier,M,343.1007665191972,2216
daniel osanz,M,343.09355212343036,2217
kyle hall,M,343.0610030696493,2218
caroline himbert,F,343.0504484484395,1864
sophie broome,F,343.03497475140256,1865
craig cooper,M,342.9957870811235,2219
lozano espinosa alex xavier,M,342.7169669927109,2220
jerome treignier,M,342.6375396625657,2221
mathieu salaün,M,342.5754386269415,2222
jesse rosales,M,342.52124277592236,2223
emily estrada,F,342.4080501192156,1866
shawn barr,M,342.34573892109825,2224
jason paris,M,342.02130389097783,2225
youngmin yoon,M,341.96349468100635,2226
eric johnson,M,341.9476905577554,2227
emily wheeler,F,341.92740670898775,1867
jacquelyn lombari,F,341.74562277162823,1868
caroline jonsson,F,341.73229211804045,1869
camille turries,F,341.4769737250187,1870
devon yanko,F,341.4253741235302,1871
devon yanko,FALSE,341.4253741235302,10
guilhem vagny,M,341.3377845933042,2228
victoria green,F,341.2831872342024,1872
andrew prather,M,341.1862136090378,2229
njabulo mdletshe,M,340.9274460532437,2230
eric mccleave,M,340.8781499795193,2231
bianka burmistrak,F,340.7857179165944,1873
paul brennan,M,340.66984757583504,2232
martin forde,M,340.32982443243606,2233
mindy coolman,F,340.22489818473025,1874
kristin petersen,F,340.22415297676173,1875
marie giraud,F,340.2208300643432,1876
daniel egli,M,340.06372653202544,2234
tim kilpatrick,M,340.0224454436948,2235
nima sharif,M,339.73470659712075,2236
katie benyamin,F,339.7204258621589,1877
luke jones,M,339.2438997590776,2237
jeremy nelson,M,339.1602771072351,2238
